Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Leagoo,T5c,T5c,2676MB,Phone,Spreadtrum SC9853I,1080x1920,480,x86_64;x86;arm64-v8a;armeabi-v7a;armeabi,24,3.2
Ulefone,S7,t662_gq_n1616_we,1973MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Ulefone,S7,t662_gq_ulefone,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Wiko,WIM Lite,T6901AC,2852MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
HTC,8060,t6dug,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400,armeabi-v7a;armeabi,18;19;21,3
HTC,809d,t6dwg,1545MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,19,3
HTC,8088,t6tl,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400,armeabi-v7a;armeabi,19;21,3
HTC,8160,t6uhl,1545MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,18,3
HTC,One max,t6ul,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400,armeabi-v7a;armeabi,18;19;21,3
HTC,One max,t6whl,1545MB,Phone,Qualcomm APQ8064,1080x1920,400,armeabi-v7a;armeabi,18;19,3
HTC,HTCOneMaxVZW,t6wl,1545MB,Phone,Qualcomm APQ8064,1080x1920,400,armeabi-v7a;armeabi,18;19,3
Tobii DynaVox,T7,T7,,Tablet,Rockchip RK3288,1920x1200,240,armeabi-v7a;armeabi,19,3
Toughshield,T700_TABLET,T700_TABLET,970MB,Phone,Mediatek MT6589,800x1280,320,armeabi-v7a;armeabi,17,2
Positivo,T701 TV,T701,512MB,Tablet,Rockchip RK3026,800x480,120,armeabi-v7a;armeabi,17;19,2
Positivo BGH,Ypy,T701_AR,1024MB,Tablet,Rockchip RK3026,800x480,120,armeabi-v7a;armeabi,17,2
Greatwall,T709GW,T709GW,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
Positivo,BGH Y200,T710,1024MB,Tablet,Rockchip RK3026,1024x600,160,armeabi-v7a;armeabi,19,2
Oysters,T72HM3G,T72HM3G,957MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,22,2
Wintec,T730,T730,1024MB,Tablet,Rockchip RK3168,1024x600,160,armeabi-v7a;armeabi,17,2
Positivo,T750,t750,962MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,19,2
Wintec,T750,T750,1024MB,Tablet,Rockchip RK3188,1024x600,160,armeabi-v7a;armeabi,17,2
Doogee,BL12000 PRO,t758_dg_a67t_n,5785MB,Phone,Mediatek MT6737T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Doogee,S50,t758_dg_m3t_n,5802MB,Phone,Mediatek MT6763T,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Positivo,BGH Y230,T760,724MB,Phone,Intel C3130,600x1024,240,x86;armeabi-v7a;armeabi,19,2
Doogee,MIX Lite,t766_dg_a66,1878MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Doogee,S60 Lite,t777_dg_m1_65_n,3812MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Noblex,T7A6INC,T7A6INC,1996MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2
OYYU,T7Pro,T7Pro,895MB,Tablet,Mediatek MT8735D,720x1280,160,armeabi-v7a;armeabi,24,3.1
Sourcing Creation,SmartTab_8004,T814,887MB,Tablet,Intel Z3735G,1280x800,160,x86;armeabi-v7a;armeabi,19,3.1
Ulefone,MIX S,t815_gq_ulefone,1877MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Ulefone,MIX,t816_gq_ulefone,3828MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Nabi,DreamTab HD8 Tablet,t8400n,1873-1875MB,Tablet,NVidia Tegra 4,1920x1200,240,armeabi-v7a;armeabi,18;19,2
LGE,LG G Pad F 8.0,t8lte,859-867MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,21;23,3
Leagoo,T8s,T8s,3756MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LGE,Homeboy2,t8wi7u,1385MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,21,3
LGE,G Pad II 8.0,t8wifi,1385-1393MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,21;23,3
Panasonic,T9,T9,482MB,Phone,Mediatek MT6571,320x480,160,armeabi-v7a;armeabi,19,2
Wiko,WIM,T9051AC,3604MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Telemor,T9501,T9501,900MB,Phone,Mediatek MT6737M,720x1280,320,armeabi-v7a;armeabi,24,3.1
Telemor,Telemor T9502,T9502,927MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,3.1
Hisense,HS-T959S,t959s,,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Hisense,HS-T968S,t968s,,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Tambo,TA-2,TA-2,877MB,Phone,Spreadtrum SC9832,480x854,213,armeabi-v7a;armeabi,24,2
Tambo,TA-3,TA-3,868MB,Phone,Mediatek MT6737,480x960,240,armeabi-v7a;armeabi,24,3.1
Tambo,TA-4,TA-4,1877MB,Phone,Mediatek MT6737,640x1280,320,armeabi-v7a;armeabi,24,3.1
i-Buddie,TA10CA1,TA10CA1,965MB,Tablet,Intel Z2520,1280x800,160,x86;armeabi-v7a;armeabi,17,2
MiiA,MiiA,TA10CA1_2,966MB,Tablet,Intel Z2520,1280x800,160,x86;armeabi-v7a;armeabi,17,2
Grundig,GTB1030,TA10CA2,966MB,Tablet,Intel Z2560,1280x800,160,x86;armeabi-v7a;armeabi,17,2
Noblex,NBX-T1014N,TA10CA2,966MB,Tablet,Intel Z2560,1280x800,160,x86;armeabi-v7a;armeabi,17,2
i-Buddie,TA10CA2,TA10CA2,965MB,Tablet,Intel Z2560,1280x800,160,x86;armeabi-v7a;armeabi,17,2
i-Buddie,TA10CA3,TA10CA3,965MB,Tablet,Intel Z2520,1280x800,160,x86;armeabi-v7a;armeabi,17,2
Vulcan,TA10TA2,TA10TA2_1,872MB,Tablet,Intel Z3735E,1280x800,160,x86;armeabi-v7a;armeabi,17,2
Insignia,NS-15AT10,TA120,798MB,Tablet,Amlogic AMLM801,1280x800,160,armeabi-v7a;armeabi,19,2
Digilite,TA70CA1,TA70CA1,965MB,Tablet,Intel Z2520,600x1024,160,x86;armeabi-v7a;armeabi,17,2
Digilite,TA70CA2,TA70CA2_1,965MB,Tablet,Intel Z2520,600x1024,160,x86;armeabi-v7a;armeabi,17,2
TA71CA5_JP,"JP SA COUTO, S.A. _MG070A2T",TA71CA5_1,965MB,Tablet,Intel Z2520,600x1024,160,x86;armeabi-v7a;armeabi,17,2
Tinhvan,TA80TA1,TA80TA1_1,873MB,Tablet,Intel Z3735E,800x1280,160,x86;armeabi-v7a;armeabi,17,2
AllCall,Tab_1_3G,Tab_1_3G,918MB,Tablet,Spreadtrum SC7731G,600x1024,160,armeabi-v7a;armeabi,24,2
Beeline,Tab 2,Tab_2,454MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,19,2
AllCall,Tab_2_3G,Tab_2_3G,914MB,Tablet,Spreadtrum SC7731G,800x1280,213,armeabi-v7a;armeabi,24,2
Vertex,Vertex Tab 3G 7-1,Tab_3G_7_1,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
Vertex,Tab_4G_10_1,Tab_4G_10-1,895MB,Tablet,Mediatek MT8735,1280x800,213,armeabi-v7a;armeabi,24,3.1
Vertex,Tab_4G_8-1,Tab_4G_8-1,895MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,24,3.1
Majestic,TAB 611 3G,TAB_611_3G,957MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
Haier,TAB-700,TAB_700,776MB,Tablet,Amlogic AML8726-M6,1024x600,160,armeabi-v7a;armeabi,17,2
Majestic,TAB_711_4G,TAB_711_4G,1910MB,Tablet,Mediatek MT6735,1280x800,213,armeabi-v7a;armeabi,24,3.1
Panasonic,TAB-A02,TAB-A02,1927MB,Tablet,Marvell PXA1928,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,22,3
Sts-tottori,TAB-A03,TAB-A03,,Tablet,Marvell PXA1928,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,22,3
Benesse,TAB-A03-BS,TAB-A03-BS,,Tablet,Marvell PXA1928,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,22,3
Lenovo,TAB 2 A7-10F,Tab2A7-10F,983MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,19;21,2
Lenovo,TAB 2 A7-20F,Tab2A7-20F,983MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,19;21,2
Vodafone,Tab mini 7,Tab7,964MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,23,2
Logicom,L-IXIR TAB 701 3G,TAB701,962MB,Tablet,Mediatek MT8382,600x1024,160,armeabi-v7a;armeabi,19,2
Noblex,T7A6N,Tablet,959MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
DL,TabFácil,Tablet_DL_2820,959MB,Tablet,Mediatek MT8321,768x1024,160,armeabi-v7a;armeabi,24,2
DL,3903,Tablet_DL_3903,746MB,Tablet,Rockchip RK3026,1024x600,160,armeabi-v7a;armeabi,22,2
DL,i-Player_KIDS,Tablet_DL_3910,746MB,Tablet,Rockchip RK3026,1024x600,160,armeabi-v7a;armeabi,22,2
DL,DL3920,Tablet_DL_3920,746MB,Tablet,Rockchip RK3026,1024x600,160,armeabi-v7a;armeabi,22,2
Tesla,Tablet_L7_1,Tablet_L7_1,968MB,Phone,Mediatek MT8163,1280x720,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Explay,Tab Mini,TabMini,963MB,Phone,Mediatek MT8312,960x540,213,armeabi-v7a;armeabi,19,2
Motorola,Moto E3 Power,taido_row,1938MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3
Motorola,Moto E3,taidos_row,924MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3
Google,Pixel 2 XL,taimen,3647-3661MB,Phone,Qualcomm MSM8998,1440x2880,560,arm64-v8a;armeabi-v7a;armeabi,26;27;28,3.2
Mobiwire,Tala,Tala,2873MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3
Mobicell,TANGO_LITE,TANGO_LITE,450MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
Simbans,TangoTab,TangoTab,1976MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Blu,Tank Xtreme 4.0,Tank_Xtreme_4_0,459MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,23,2
Blu,Tank Xtreme 5.0,Tank_Xtreme_5_0,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Denver Electronics,TAQ-10,TAQ10,1024MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2
HighScreen,Tasty,Tasty,2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Xiaomi,MI 2A,taurus,773MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16,2
Mondial,TB_MONDIAL_KID,TB_MONDIAL_KID,980MB,Tablet,Allwinner A64,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,25,2
Lenovo,Tab 7 Essential,TB-7304F,966MB,Tablet,Mediatek MT8167B,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Lenovo,Lenovo Tab 7 Essential,TB-7304I,897MB,Tablet,Mediatek MT8735,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Lenovo,Lenovo Tab 7 Essential,TB-7304N,897MB,Tablet,Mediatek MT8735,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Lenovo,Lenovo Tab 7 Essential,TB-7304X,897MB,Tablet,Mediatek MT8735,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Lenovo,Lenovo TAB 7,TB-7504F,1901MB,Phone,Mediatek MT8735,720x1280,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Lenovo,Lenovo TAB 7,TB-7504X,1901MB,Phone,Mediatek MT8735,720x1280,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Lenovo,TAB3 7 Plus,TB-7703F,1954MB,Phone,Qualcomm APQ8016,720x1280,240,armeabi-v7a;armeabi,23,3
Lenovo,TAB3 7 Plus,TB-7703X,1911MB,Phone,Qualcomm APQ8016,720x1280,240,armeabi-v7a;armeabi,23,3
Lenovo,LenovoTB-8304F,TB-8304F,967MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Lenovo,Lenovo TB-8304F1,TB-8304F1,967MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Lenovo,TAB4 8,TB-8504F,1920MB,Tablet,Qualcomm MSM8953,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,25,3
Lenovo,TAB4 8,TB-8504L,1878MB,Tablet,Qualcomm MSM8953,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,25,3
Lenovo,TAB4 8,TB-8504N,1878MB,Tablet,Qualcomm APQ8016,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,25,3
Lenovo,TAB4 8,TB-8504X,1878MB,Tablet,Qualcomm MSM8960,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,25,3
Lenovo,TB3 8 Plus,TB-8703F,2925MB,Tablet,Qualcomm MSM8953,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Lenovo,TB3 8 Plus,TB-8703N,2869MB,Tablet,Qualcomm MSM8953,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Lenovo,TB3 8 Plus,TB-8703X,2869MB,Tablet,Qualcomm MSM8953,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Lenovo,TB-8704F,TB-8704F,3633MB,Tablet,Qualcomm APQ8052,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Lenovo,TB-8704N,TB-8704N,1836MB,Tablet,Qualcomm MSM8953,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Lenovo,LenovoTB-8704V,TB-8704V,1836MB,Tablet,Qualcomm MSM8953,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Lenovo,TB-8704X,TB-8704X,3577MB,Tablet,Qualcomm MSM8953,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Lenovo,TB-8804F,TB-8804F,3649MB,Tablet,Qualcomm APQ8052,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Lenovo,TAB 10,TB-X103F,900MB,Tablet,Qualcomm APQ8009,1280x800,160,armeabi-v7a;armeabi,23,3
Lenovo,TB2-X30F,TB2-X30F,1915-1964MB,Tablet,Qualcomm APQ8009,1280x800,160,armeabi-v7a;armeabi,22;23,3
Lenovo,TB2-X30L,TB2-X30L,912-1915MB,Tablet,Qualcomm APQ8009,1280x800,160,armeabi-v7a;armeabi,22;23,3
Lenovo,TB2-X30M,TB2-X30M,912MB,Tablet,Qualcomm APQ8009,1280x800,160,armeabi-v7a;armeabi,22,3
Lenovo,TB3-710F,TB3-710F,983MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,21,2
Lenovo,TB3-710I,TB3-710I,963MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,22,2
Lenovo,TAB3 730F,TB3-730F,922MB,Tablet,Mediatek MT8161,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,TAB3 730M,TB3-730M,922MB,Tablet,Mediatek MT8161,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,TAB3 730X,TB3-730X,922MB,Tablet,Mediatek MT8161,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,TAB 3 850F,TB3-850F,1926MB,Tablet,Mediatek MT8161,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,TAB 3 850M,TB3-850M,1925MB,Tablet,Mediatek MT8161,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,TB3-X70F,TB3-X70F,1908MB,Tablet,Mediatek MT8161,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,TAB3 X70L,TB3-X70L,1897MB,Tablet,Mediatek MT8735,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,Lenovo Tab E7,TB7104F,973MB,Tablet,Mediatek MT8167A,600x1024,160,armeabi-v7a;armeabi,27,3.2
Condor,TB716,TB716,984MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,25,2
Condor,TB717G,TB717G,951MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
Condor,TB717L,TB717L,899MB,Tablet,Mediatek MT8735,600x1024,160,armeabi-v7a;armeabi,24,3.1
Zeki,TBDG874 Tablet,TBDG874B,802MB,Tablet,Amlogic AML8726-M6,1024x768,160,armeabi-v7a;armeabi,17,2
Samsung,Galaxy Note Edge,tbeltektt,2815-2821MB,Phone,Samsung Exynos 5433,1600x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note Edge,tbeltelgt,2815-2821MB,Phone,Samsung Exynos 5433,1600x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note Edge,tbelteskt,2815-2821MB,Phone,Samsung Exynos 5433,1600x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note Edge,tblte,2778-2783MB,Phone,Qualcomm APQ8084,1600x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note Edge,tblteatt,2777-2783MB,Phone,Qualcomm APQ8084,1600x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note Edge,tbltecan,2778-2783MB,Phone,Qualcomm APQ8084,1600x2560,640,armeabi-v7a;armeabi,19;22;23,3.0;3.1
Samsung,Galaxy Note Edge,tbltechn,2778MB,Phone,Qualcomm APQ8084,1440x2560,640,armeabi-v7a;armeabi,22,3.1
Samsung,Galaxy Note Edge,tbltespr,2778-2783MB,Phone,Qualcomm APQ8084,1600x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note Edge,tbltetmo,2778-2783MB,Phone,Qualcomm APQ8084,1600x2560,640,armeabi-v7a;armeabi,19;21;22;23,3.0;3.1
Samsung,Galaxy Note Edge,tblteusc,2778MB,Phone,Qualcomm APQ8084,1600x2560,640,armeabi-v7a;armeabi,21;23,3.1
Samsung,Galaxy Note Edge,tbltevzw,2778-2783MB,Phone,Qualcomm APQ8084,1600x2560,640,armeabi-v7a;armeabi,19;21;23,3.0;3.1
Zeki,TBQG1084,TBQG1084,814MB,Tablet,Amlogic AMLM801,1024x600,160,armeabi-v7a;armeabi,19,2
Zebra,TC20KB,TC20KB,1919MB,Phone,Qualcomm APQ8076,480x800,240,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Zebra,TC20,TC20RD,1919MB,Phone,Qualcomm APQ8076,480x800,240,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Zebra,TC20,TC20RT,1919MB,Phone,Qualcomm APQ8076,480x800,240,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Zebra,TC25,TC25FM,1874MB,Phone,Qualcomm MSM8937,480x800,240,arm64-v8a;armeabi-v7a;armeabi,25,3.2
TuCEL,TC504B,TC504B,1020MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2
Zebra,TC51,TC51,1871-3632MB,Phone,Qualcomm APQ8056,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;25;27,3.1;3.2
Zebra,TC51,TC51HC,1871-3632MB,Phone,Qualcomm APQ8056,1280x720,320,arm64-v8a;armeabi-v7a;armeabi,23;25;27,3.1;3.2
Motorola Solutions,TC55,TC55,,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,16,2
Zebra,TC55,TC55,,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,19,2
Motorola Solutions,TC55CH,TC55CH,,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,16,2
Zebra,TC56,TC56,1871MB,Phone,Qualcomm MSM8956,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;25,3.1;3.2
ECS,TC69CA2,TC69CA2_1,968MB,Tablet,Intel Z2520,600x1024,160,x86;armeabi-v7a;armeabi,19,2
Zebra,Pollux,TC70,831MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,19;22,3
ECS,TC70RA1,TC70RA1_2,881MB,Tablet,Intel Z3735G,1024x600,160,x86;armeabi-v7a;armeabi,19,3.1
Zebra,TC70x,TC70x,1871-3632MB,Phone,Qualcomm MSM8952,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;25;27,3.1;3.2
Zebra,Pollux,TC75,831MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,19;22,3
Zebra,TC75x,TC75x,1871MB,Phone,Qualcomm MSM8956,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;25,3.1;3.2
Zebra,TC75xDF,TC75xDF,1871MB,Phone,Qualcomm MSM8952,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;25,3.1;3.2
Zebra,TC8000,TC8000,831MB,Phone,Qualcomm APQ8060,480x800,240,armeabi-v7a;armeabi,22,3
Ceibal,TC80RA1,TC80RA1_3,877MB,Tablet,Intel Z3735G,1280x800,160,x86;armeabi-v7a;armeabi,21,3.1
Ceibal,TC80RA6,TC80RA6_1,877MB,Tablet,Intel Z3735G,800x1280,160,x86;armeabi-v7a;armeabi,21,3.1
Tekwind,TC97RA1,TC97RA1_1,1887MB,Tablet,Intel Z3735F,2048x1536,240,x86;armeabi-v7a;armeabi,19,3.1
TCT (Alcatel),TCL P301M,TCL_P301M,470MB,Phone,Mediatek MT6582,480x800,240,armeabi-v7a;armeabi,19,2
TCT (Alcatel),TCL P331M,TCL_P331M,,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
Acer,Tab 7,td070va1,877MB,Tablet,Wondermedia WM8880,600x1024,160,armeabi-v7a;armeabi,17,2
Telefunken,Enjoy TE1,TE1,,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,19,2
Prestigio,PSP3458DUO,TE45B3G,457MB,Phone,Spreadtrum SC7731G,854x480,213,armeabi-v7a;armeabi,22,2
Prestigio,PSP3468DUO,TE45B7G,459MB,Phone,Spreadtrum SC7731C,480x854,213,armeabi-v7a;armeabi,23,2
Lenovo,NEC  PC-TE507FAW,TE507FAW,1954MB,Phone,Qualcomm APQ8016,720x1280,240,armeabi-v7a;armeabi,23,3
NEC,LaVieTab PC-TE508BAW,TE508BAW,920MB,Tablet,Mediatek MT8161,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,21,3
Prestigio,PSP3507DUO,TE50B2G,457MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,22,2
Prestigio,PSP5502DUO,TE50B3G,953MB,Phone,Spreadtrum SC7731,720x1280,320,armeabi-v7a;armeabi,22,2
Prestigio,PSP3508DUO,TE50B4G,965MB,Phone,Spreadtrum SC7731C,480x854,213,armeabi-v7a;armeabi,22,2
Prestigio,PSP5509DUO,TE50B4L,930MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,22,3
Prestigio,PSP3527DUO,TE50B6G,459MB,Phone,Spreadtrum SC7731C,480x854,213,armeabi-v7a;armeabi,23,2
Prestigio,PSP5520DUO,TE52B10G,897MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Prestigio,PSP3552DUO,TE55B9G,957MB,Phone,Mediatek MT6580,1280x720,320,armeabi-v7a;armeabi,24,2
Gol Mobile,TEAM_7_3G,TEAM_7_3G,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
Techpad,TechPad_10x,TechPad_10x,978MB,Tablet,Mediatek MT8127,1024x600,160,armeabi-v7a;armeabi,24,2
Techpad,TechPad_10xx,TechPad_10xx,971MB,Tablet,Mediatek MT8163,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Techpad,TechPad 10Y,TechPad_10Y,983MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,25,2
Techpad,TechPad_3Gx,TechPad_3Gx,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
Techpad,TechPad_716,TechPad_716,983MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2
Techpad,TechPad,TechPad_916,971MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Techpad,TechPad 9x,TechPad_9x,983MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2
Techpad,TechPad_i700,Techpad_i700,984MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2
Tecno,N2S,TECNO_N2S,963MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,23,2
Tecno,W1,TECNO_W1,964MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,24,2
Tecno,W2,TECNO_W2,966MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2
Tecno,W4,TECNO_W4,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Tecno,Phantom8,TECNO-AX8,5879MB,Phone,Mediatek MT6757CD,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Tecno,C5,TECNO-C5,921MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3
Tecno,CAMON C7,TECNO-C7,1926MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3
Tecno,C8,TECNO-C8,918-921MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21;23,3
Tecno,Camon C9,TECNO-C9,1911MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3
Tecno,CAMON CM,TECNO-CA6,1864MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
